LoanStatus,CurrentLoanAmount,Term,CreditScore,AnnualIncome,MonthlyDebt,YearsofCreditHistory,MonthsSinceLastDelinquent,NumberofOpenAccounts,Bankruptcies,CurrentCreditBalance,MaximumCredit
Fully Paid,99999999,Long Term,734,1141368,14837.86,19.4,NA,13,0,539847,788260
Fully Paid,109076,Short Term,737,1639111,10777.18,37.2,NA,9,0,706268,1211518
Fully Paid,193512,Short Term,722,740696,7715.71,11.8,NA,12,0,101346,199892
Fully Paid,66572,Short Term,738,377625,6703.01,20.1,57,5,1,65683,130922
Fully Paid,124344,Short Term,721,1412897,20133.73,14.9,NA,13,0,248140,399058
Charged Off,366190,Short Term,713,753236,19395.58,18.2,20,15,0,290396,877932
Fully Paid,203676,Short Term,744,1037476,14870.35,22.6,NA,12,0,297350,763378
Fully Paid,172260,Short Term,,,35406.31,13.3,NA,22,1,163799,296340
Fully Paid,26202,Short Term,670,1131906,16695.68,22.4,64,20,0,332310,795014
Fully Paid,615208,Long Term,706,2432095,14795.3,13.9,NA,6,0,189031,314028
Fully Paid,313038,Short Term,739,1205493,9362.63,25.5,50,18,0,314184,1154890
Fully Paid,99999999,Long Term,633,742064,19540.93,13.8,NA,10,1,86317,165484
Fully Paid,314886,Short Term,,,16045.69,9,20,18,0,87058,149776
Fully Paid,331320,Short Term,722,896572,7620.9,7.8,NA,9,0,233624,349052
Charged Off,465784,Long Term,717,1360058,18700.94,31.6,NA,14,0,32281,644380
Fully Paid,336116,Short Term,718,1122387,7912.74,22.9,NA,9,0,277970,425744
Fully Paid,354816,Long Term,697,689472,13961.77,5.1,NA,8,0,167124,246202
Fully Paid,588544,Short Term,,,26162.24,14.9,18,13,0,543058,894476
Fully Paid,531168,Long Term,724,1834944,23242.7,38,75,16,0,534033,942612
Fully Paid,177188,Short Term,,,26413.23,13.6,NA,6,0,221578,518298
Fully Paid,224202,Short Term,715,1510310,18501.25,5.5,NA,9,0,169233,271392
Fully Paid,99999999,Short Term,730,945535,20880.62,13.8,56,11,1,327883,573474
Fully Paid,378070,Short Term,739,2619644,42350.81,18.2,NA,7,0,294519,819764
Fully Paid,99999999,Short Term,723,1164966,28347.43,11.2,19,15,0,293569,607002
Fully Paid,448888,Long Term,,,32467.96,13.5,NA,14,0,409640,653334
Fully Paid,99999999,Long Term,736,2872800,37346.4,23.5,NA,9,0,490941,700942
Fully Paid,308286,Short Term,,,14343.1,20.5,NA,14,0,665000,1011824
Fully Paid,325930,Short Term,741,1616615,14145.31,12,9,13,0,317661,499752
Fully Paid,195140,Long Term,722,495729,10658.24,27.9,NA,13,0,121315,295746
Charged Off,449592,Long Term,,,27928.1,29.4,14,11,0,679744,972884
Fully Paid,216216,Long Term,657,728251,2318.19,13,68,12,0,16321,821612
Fully Paid,176374,Short Term,738,980552,8498.13,36.8,24,10,1,64201,456060
Charged Off,174108,Long Term,,,13908.19,21.6,NA,10,0,299573,1217084
Fully Paid,109274,Short Term,707,519061,4455.12,6.6,NA,10,0,100320,281930
Fully Paid,111034,Short Term,,,4403.44,11.8,NA,5,0,142538,310816
Fully Paid,545776,Short Term,751,4713425,31265.64,26.9,NA,17,0,365598,2841058
Fully Paid,528022,Long Term,714,1280714,13020.51,17.2,NA,14,0,183445,577214
Fully Paid,134794,Short Term,,,17203.93,15.7,43,13,0,291593,517044
Fully Paid,99999999,Short Term,747,948385,4876.16,16.8,NA,4,0,111530,164714
Fully Paid,607926,Long Term,,,37839.64,22.5,NA,9,0,754053,1469886
Charged Off,482372,Short Term,,,15574.11,10.5,NA,15,0,213655,451440
Fully Paid,288288,Long Term,729,1378944,38955.13,15.9,NA,21,0,648546,1484076
Charged Off,328790,Long Term,719,952964,4510.6,12.9,NA,9,1,152646,506462
Charged Off,271194,Long Term,672,865355,9735.22,21.5,NA,5,1,39159,115412
Fully Paid,99999999,Short Term,750,653847,6756.4,15.9,NA,9,0,229425,570064
Fully Paid,437668,Short Term,748,2230125,27318.96,28.1,NA,12,0,360050,1167782
Charged Off,401038,Short Term,747,1731717,14863.89,18,14,16,0,158232,1124090
Charged Off,323576,Short Term,7430,707921,13509.57,29.4,7,25,0,258685,975678
Charged Off,449460,Long Term,740,1164510,15371.57,30.7,NA,13,0,142101,632874
Fully Paid,99999999,Short Term,740,686869,11161.74,12.8,NA,10,0,230850,344432
Fully Paid,26620,Short Term,,,10246.32,13.9,NA,9,0,6802,196812
Fully Paid,99999999,Short Term,740,3076062,26146.47,27.5,47,10,0,594510,993344
Fully Paid,162360,Short Term,,,8560.83,15.1,46,16,0,129504,434654
Fully Paid,99999999,Short Term,739,1919874,19838.66,18.3,NA,14,0,405479,547206
Charged Off,242352,Long Term,6240,969627,22059,12.5,NA,8,0,633289,816596
Fully Paid,65054,Short Term,723,936415,14748.56,16.7,5,7,1,123405,253792
Charged Off,57332,Short Term,636,301834,3571.81,26.6,NA,7,0,81852,133320
Fully Paid,266024,Short Term,739,1613879,12830.32,14.3,40,16,1,188917,428912
Fully Paid,347886,Long Term,709,1107890,19203.3,17,76,12,0,277647,567006
Fully Paid,290004,Short Term,750,1234392,11726.61,19.8,NA,9,0,287242,1004806
Fully Paid,99999999,Short Term,690,950798,24086.87,23.8,39,17,0,265886,777436
Fully Paid,51700,Short Term,708,2046319,17393.74,21.5,68,13,0,419938,538494
Fully Paid,345026,Short Term,,,21901.68,16.8,NA,8,0,453283,737154
Fully Paid,348480,Long Term,710,1166220,23713.14,14.2,NA,5,0,579462,799722
Fully Paid,126016,Short Term,721,537225,6760.2,12.5,NA,10,0,131043,349646
Fully Paid,362318,Short Term,735,2607598,12016.74,15.7,57,11,1,313595,673684
Fully Paid,96338,Short Term,712,567264,9189.73,16,120,6,0,45676,96360
Fully Paid,269808,Short Term,739,970900,18641.28,17.8,NA,18,0,291954,722326
Fully Paid,171182,Short Term,746,1743801,19181.83,34,6,18,0,527383,1202102
Fully Paid,99999999,Short Term,700,1505256,22202.45,27.2,57,13,1,181222,550726
Fully Paid,77088,Short Term,712,1426710,23183.99,15.2,75,8,0,35701,90266
Charged Off,497090,Short Term,,,26237.48,15.9,NA,11,0,426854,637758
Fully Paid,99999999,Long Term,715,1482589,13466.82,23.8,NA,8,1,32642,151778
Charged Off,508926,Long Term,7180,1227476,22298.97,14.7,NA,12,0,523602,696872
Fully Paid,89012,Short Term,698,415112,2307.36,16,9,6,0,74860,202510
Fully Paid,276166,Long Term,714,1279498,11088.97,10,8,15,0,60078,395274
Fully Paid,99999999,Short Term,724,324653,4004.06,15,47,7,0,138225,182490
Fully Paid,307824,Long Term,673,854487,7263.13,20.1,44,5,0,205542,248424
Fully Paid,135850,Short Term,715,1545080,11819.9,8,NA,7,0,61484,93896
Charged Off,612304,Long Term,741,1265362,16660.72,18,NA,13,0,720347,2200770
Fully Paid,99999999,Short Term,717,1155048,18384.59,25.5,1,11,0,76418,309408
Fully Paid,97922,Short Term,,,19478.99,20,NA,11,0,513589,1292808
Fully Paid,171270,Short Term,692,768436,13895.84,6.5,NA,7,0,419406,665258
Fully Paid,655710,Long Term,656,3209081,42654.05,16.6,39,10,0,1907619,2754136
Fully Paid,626604,Short Term,724,1352876,16121.88,10.5,NA,7,0,2679,444378
Charged Off,110352,Short Term,705,933888,14630.95,8.5,58,10,0,91675,178706
Fully Paid,224972,Long Term,621,650769,16486.3,13.3,NA,12,0,407987,690646
Charged Off,466070,Long Term,6390,1121988,11874.43,15.2,79,12,0,111416,447942
Fully Paid,156046,Short Term,731,423567,6529.92,9.6,NA,15,0,170962,559218
Fully Paid,221804,Short Term,,,17120.52,18.9,NA,9,0,261250,711744
Fully Paid,237688,Long Term,,,13996.35,25.9,NA,19,0,240825,328438
Charged Off,222882,Short Term,738,808450,9229.82,24.8,42,9,0,143868,329868
Fully Paid,259292,Short Term,734,2873921,10394.14,19.7,63,8,0,93613,278630
Fully Paid,215094,Short Term,727,752343,18996.77,21.6,77,15,0,202084,372020
Fully Paid,65934,Short Term,723,379658,5979.68,19,NA,7,0,53067,101090
Fully Paid,174174,Short Term,729,496755,12915.82,11.6,15,7,0,103474,175406
Fully Paid,99999999,Short Term,739,1437825,27678.06,21.2,62,14,0,601388,858638
Fully Paid,99999999,Long Term,707,1886320,13282.9,13.5,17,6,1,56696,111474
Fully Paid,321772,Short Term,734,1130424,30615.65,18.5,32,12,0,193230,510818
Charged Off,255178,Short Term,,,18471.99,17.9,NA,11,0,201020,290598
Charged Off,155716,Short Term,717,864500,13255.54,26.8,NA,4,0,234308,284702
Fully Paid,99044,Short Term,,,10599.34,11.4,NA,9,1,67279,169334
Fully Paid,215600,Short Term,,,11614.89,26.2,NA,5,1,518491,696476
Fully Paid,63118,Short Term,,,33642.73,20.4,55,13,0,354939,809006
Charged Off,174372,Short Term,733,753008,9287.01,5.8,NA,10,0,142880,349052
Fully Paid,99999999,Short Term,733,1221833,27593.13,15,NA,13,0,208392,402160
Fully Paid,269566,Long Term,669,873050,16958.83,8.4,NA,6,0,70547,297022
Charged Off,333080,Long Term,738,1917670,19016.91,22.3,NA,7,0,316350,581460
Fully Paid,206734,Short Term,717,788595,15443.39,16.4,49,6,0,18943,40898
Fully Paid,99999999,Short Term,737,1429845,6922.84,10.1,NA,8,0,195605,275858
Charged Off,142120,Short Term,739,1438262,24809.82,13.5,18,15,0,283252,673486
Charged Off,267872,Short Term,701,774364,4046.05,14.7,3,14,2,48279,226336
Fully Paid,455378,Long Term,664,1025145,26653.77,14.4,NA,12,0,268603,608652
Fully Paid,162888,Short Term,,,11662.01,15.6,77,5,0,132297,251944
Fully Paid,313390,Short Term,,,20098.01,10.3,18,15,0,167941,270446
Fully Paid,99999999,Short Term,738,1046463,6793.26,33.7,NA,15,0,240236,1363538
Fully Paid,99999999,Short Term,741,3190594,61419.02,34.6,NA,15,0,5850651,8468042
Fully Paid,99999999,Short Term,731,841244,12197.81,20.1,NA,10,1,164008,270512
Charged Off,556600,Short Term,7250,1249820,27704.28,15.3,19,15,0,953230,1409628
Fully Paid,99999999,Short Term,728,2600910,24275.16,10.8,14,10,0,70281,122738
Fully Paid,201058,Short Term,741,905787,22720.2,26,10,9,0,166896,310684
Charged Off,270248,Short Term,743,2139533,31558.05,10.9,28,14,0,360430,677512
Fully Paid,429176,Short Term,727,1240757,25435.68,12.1,NA,9,0,404928,493548
Fully Paid,214940,Short Term,722,2041930,25115.72,19.6,25,5,0,5130,10758
Fully Paid,67166,Short Term,,,9588.54,14.3,27,12,0,261668,393998
Fully Paid,425502,Long Term,699,1935093,10530.18,27.9,NA,11,0,412091,618068
Fully Paid,99550,Short Term,,,9171.3,13.9,15,6,0,43548,88000
Charged Off,408518,Long Term,707,1206975,20015.55,17.4,14,13,0,177346,296758
Fully Paid,449196,Long Term,719,911658,22031.83,17.1,32,17,0,297274,969628
Charged Off,319550,Short Term,716,1437407,20243.36,19.5,71,18,1,185972,334906
Fully Paid,205392,Short Term,700,746852,7157.3,12,17,5,0,0,0
Fully Paid,313720,Short Term,747,967670,20724.25,14.6,50,14,0,251104,693946
Fully Paid,99999999,Short Term,737,1002972,18137.21,16.1,72,9,0,146927,366630
Fully Paid,269918,Short Term,749,563350,7933.83,19.4,33,8,0,208658,1412840
Fully Paid,172546,Short Term,,,7171.55,25.2,NA,11,0,147953,682550
Fully Paid,766546,Short Term,618,6998365,36333.32,13,47,5,0,433941,635206
Charged Off,283734,Long Term,697,1602251,36450.93,34.3,22,9,0,154052,464552
Fully Paid,336072,Short Term,744,1180242,17526.74,26.3,NA,14,0,1132020,4241974
Charged Off,43626,Short Term,742,1412745,15775.7,17.4,NA,9,0,199728,410036
Fully Paid,534886,Long Term,,,34007.91,16.6,NA,9,0,744971,1120240
Fully Paid,99999999,Short Term,745,873525,3144.69,20.2,41,7,0,100757,555522
Fully Paid,329604,Short Term,737,1233518,12951.92,12.2,62,13,0,254106,552024
Fully Paid,193776,Short Term,,,23952.16,16.8,NA,15,0,230679,676192
Fully Paid,99999999,Short Term,741,775656,11182.45,12.8,NA,12,0,251712,499950
Fully Paid,780934,Long Term,624,2967553,19486.97,18.4,18,6,0,217322,310266
Fully Paid,98164,Short Term,718,1469555,14450.64,20,NA,11,1,30761,113454
Fully Paid,622072,Long Term,723,1481867,21116.6,16.9,NA,8,0,506008,1069178
Fully Paid,490446,Long Term,697,837824,11820.28,20.1,75,7,0,483949,777172
Fully Paid,761904,Long Term,744,1528911,27265.57,16.9,NA,9,0,732184,1298308
Fully Paid,432696,Short Term,,,20646.54,11.1,44,19,0,144951,599434
Fully Paid,99999999,Long Term,715,1691874,27915.94,15,NA,10,0,373027,476740
Fully Paid,282106,Short Term,,,16502.64,10.1,NA,14,0,466222,1597134
Fully Paid,253836,Short Term,749,667204,10007.87,15.6,NA,8,0,165984,426140
Charged Off,252450,Short Term,,,6078.1,32.1,NA,9,0,214529,280698
Fully Paid,325380,Long Term,705,896230,14295.03,20.2,NA,18,0,180044,286374
Fully Paid,492910,Long Term,726,1319645,19794.58,15.4,NA,10,0,239172,600732
Charged Off,538076,Short Term,736,1037894,14703.53,27.4,NA,14,0,533463,657800
Fully Paid,225478,Short Term,702,1108289,2179.68,17.9,NA,10,0,61484,187880
Fully Paid,159038,Short Term,740,1789914,20434.88,15.3,15,12,0,128706,160072
Fully Paid,87824,Short Term,723,274930,5704.75,34.5,31,10,0,179208,393008
Fully Paid,511874,Short Term,731,1151970,26015.37,15.7,NA,11,0,572071,962786
Fully Paid,133298,Short Term,713,671593,10297.62,8.9,NA,9,0,189145,493240
Fully Paid,99999999,Short Term,722,950475,12831.46,15,80,9,3,137256,294844
Fully Paid,326172,Short Term,744,1877960,41158.75,32.9,NA,13,0,727947,1013100
Fully Paid,99999999,Long Term,727,969000,26243.75,16.9,NA,16,0,818102,1461856
Fully Paid,268048,Long Term,701,935370,14108.64,14.4,47,7,0,57665,112574
Fully Paid,162338,Short Term,715,984238,6299.07,13.5,NA,8,1,66880,268840
Fully Paid,246642,Short Term,747,1597596,16987.71,24,NA,8,0,232275,745030
Fully Paid,333586,Short Term,701,656070,16511,28.9,NA,13,0,514140,817740
Charged Off,328460,Long Term,,,28791.46,20.9,NA,9,0,457235,885346
Fully Paid,267608,Short Term,746,462251,3478.33,9.9,NA,8,0,130739,352044
Charged Off,444928,Short Term,722,873525,8516.94,20.4,NA,7,1,334856,482240
Fully Paid,99999999,Short Term,680,651871,1950.16,14.7,1,14,0,117534,1193808
Fully Paid,435028,Short Term,746,5635590,26440.4,31,NA,19,0,1825691,6930990
Fully Paid,429748,Short Term,723,1670157,31454.69,9.9,NA,14,0,299839,345796
Fully Paid,56012,Short Term,748,1393175,10541.58,26.2,92,12,0,131423,611138
Fully Paid,371008,Short Term,,,4778.12,22.5,13,6,0,78052,389532
Fully Paid,176066,Short Term,750,1007399,14775.16,16.5,NA,11,0,653410,2095764
Fully Paid,100056,Short Term,708,790077,22056.53,39.3,26,13,0,262827,418044
Fully Paid,327030,Short Term,751,1828104,2056.75,26.3,NA,8,0,100301,1548536
Fully Paid,223036,Long Term,665,1618021,29070.57,20.2,68,7,0,346617,434830
Fully Paid,175340,Short Term,740,1114825,10497.88,30.8,NA,11,0,285323,383702
Fully Paid,99999999,Short Term,750,1360058,22032.97,29.8,NA,14,0,215118,808720
Fully Paid,299728,Long Term,733,1342236,28410.7,20,15,12,0,217379,350570
Fully Paid,200310,Short Term,715,626240,14612.33,10.8,NA,11,0,210672,451726
Fully Paid,221364,Short Term,734,474297,2458.41,16.5,53,11,1,78812,430452
Fully Paid,61556,Short Term,685,862011,22843.32,26.2,NA,6,0,32509,155518
Fully Paid,33088,Short Term,715,1009413,8580.02,21.1,NA,11,0,210900,427658
Charged Off,374550,Long Term,680,1335852,27830.25,14.5,NA,9,0,451934,782210
Fully Paid,99999999,Short Term,741,1602536,27109.77,13.2,NA,8,0,439261,815100
Fully Paid,264880,Short Term,728,1143762,17728.33,10.5,NA,15,0,200146,285758
Fully Paid,99999999,Short Term,725,1780452,13471.95,16.3,NA,9,1,91067,485914
Charged Off,559460,Long Term,712,2660532,47224.5,29.5,NA,9,0,770279,1161336
Fully Paid,260128,Long Term,,,79563.07,20.7,40,47,0,1398932,3673032
Charged Off,648978,Long Term,717,4203617,16779.47,25.2,NA,11,1,571691,1334608
Fully Paid,348480,Long Term,710,1166220,23713.14,14.2,NA,5,0,579462,799722
Fully Paid,180026,Short Term,742,466450,10844.82,32.5,NA,5,1,104538,216150
Fully Paid,240240,Short Term,722,1204125,15553.21,35.1,NA,14,0,579728,769802
Charged Off,604670,Short Term,697,1212276,26265.98,16.3,NA,11,0,458033,531410
Fully Paid,207570,Short Term,731,981274,8749.88,11.2,46,10,0,168568,259908
Charged Off,775632,Short Term,722,4593288,44401.86,23.4,NA,12,0,2764595,4325838
Fully Paid,323576,Long Term,721,1024632,21090,31.6,NA,12,0,1744580,12168904
Charged Off,537922,Long Term,,,21698.57,16.1,47,13,0,303449,572264
Fully Paid,464090,Long Term,658,1391655,5972.65,20.9,49,8,1,171646,324214
Fully Paid,171974,Short Term,734,649781,9150.97,7,NA,14,0,174515,649726
Fully Paid,83468,Short Term,704,870903,11757.2,13.7,64,7,0,57494,150304
Charged Off,244750,Short Term,735,787873,11358.58,17.3,NA,7,0,142652,331672
Fully Paid,353056,Long Term,676,1153338,26911.03,15.4,NA,11,1,228779,547316
Fully Paid,99999999,Short Term,738,718846,20546.98,14.6,NA,17,0,422693,678832
Charged Off,32890,Short Term,740,984732,23469.56,10.4,NA,15,0,245119,451946
Fully Paid,356796,Long Term,641,1636964,33557.8,17.2,11,13,0,300922,595584
Fully Paid,559746,Short Term,716,1836958,39800.44,24,77,12,2,422408,627044
Fully Paid,240944,Short Term,729,685919,16062.03,18,77,13,0,226518,459338
Fully Paid,766546,Short Term,,,36333.32,13,47,5,0,433941,635206
Fully Paid,488048,Long Term,686,1057293,23172.4,17,NA,9,0,121030,192500
Fully Paid,220880,Long Term,671,2061462,31437.4,20.5,NA,16,0,318611,587444
Charged Off,572748,Long Term,676,1171920,17393.36,27.6,NA,12,0,457425,620950
Fully Paid,99999999,Short Term,698,714286,4857.16,23.8,47,5,0,117914,242506
Fully Paid,358050,Short Term,722,1932680,26896.59,17,NA,18,0,419767,934670
Fully Paid,99999999,Short Term,740,1438832,3908.87,12.8,15,6,0,122379,880110
Fully Paid,776622,Short Term,665,1716080,17446.94,21.6,NA,12,0,438254,679294
Fully Paid,153406,Short Term,739,863113,2366.26,17.1,NA,5,0,69160,85470
Fully Paid,261910,Short Term,745,1281797,13458.84,14.5,NA,12,0,221464,512864
Charged Off,110374,Short Term,716,762508,17601.22,16.1,NA,9,0,521208,1047772
Fully Paid,99999999,Short Term,721,560557,15135.02,26.5,12,8,1,17385,91058
Fully Paid,209264,Short Term,721,1694268,19484.12,18.3,5,12,0,233225,579502
Fully Paid,579920,Short Term,747,1790047,20287.25,21.5,4,19,0,231078,1897588
Fully Paid,596640,Long Term,692,1523952,25399.2,17.5,18,21,0,688807,1582482
Fully Paid,320474,Long Term,731,2690856,20293.52,20.5,NA,8,0,513570,779372
Fully Paid,179014,Short Term,,,9469.22,18.2,38,12,0,163685,382888
Fully Paid,610720,Long Term,692,1185885,22433.11,17.7,NA,8,0,646893,836902
Charged Off,352660,Short Term,,,19921.69,15.6,78,23,0,565649,1328558
Charged Off,445852,Long Term,713,1578729,15918.77,15.9,NA,11,1,153368,450714
Fully Paid,701316,Long Term,718,2271336,20063.43,31.9,7,6,0,156275,234366
Fully Paid,172172,Short Term,,,17904.27,14.7,54,5,0,174135,312114
Fully Paid,620004,Long Term,734,2447808,29985.61,16,40,17,0,580260,1097844
Fully Paid,305250,Short Term,724,811319,20215.43,9.9,NA,12,1,194142,391622
Charged Off,329010,Long Term,678,1136580,21121.54,15.4,NA,13,1,267349,469744
Fully Paid,99999999,Short Term,743,1648250,5521.59,18.6,37,10,0,170943,333784
Fully Paid,378994,Short Term,740,1114236,11606.72,14.6,NA,13,0,255455,705958
Fully Paid,85822,Short Term,724,1423176,27751.97,22.7,7,7,0,108015,137610
Fully Paid,132572,Short Term,707,601597,10076.84,24.7,NA,16,0,223668,291962
Fully Paid,422972,Short Term,721,919201,13098.6,19.4,NA,10,0,247551,485826
Fully Paid,155914,Short Term,741,2885340,27651.27,13.5,60,7,0,620369,795476
Fully Paid,421168,Short Term,,,11186.25,19.7,42,10,0,28519,388520
Fully Paid,665192,Long Term,731,2297974,47682.97,17,21,10,0,191197,907346
Fully Paid,762388,Short Term,728,2539616,53120.01,25.6,24,10,0,1516656,3204608
Fully Paid,173360,Short Term,707,1437312,13019.56,22.5,41,7,0,432288,591646
Charged Off,221364,Short Term,7500,1032365,22883.98,10,NA,16,0,264195,1154340
Fully Paid,99999999,Short Term,750,1056495,12061.77,17.9,NA,9,0,107578,404404
Fully Paid,99999999,Short Term,746,1829548,30812.68,18.3,27,14,0,351196,559350
Fully Paid,687808,Long Term,,,36652.71,22.3,2,17,0,365218,1266100
Fully Paid,109956,Short Term,,,16080.27,34.9,NA,11,1,104671,270512
Fully Paid,169840,Short Term,,,16648.37,25.7,NA,9,0,196802,445082
Fully Paid,99999999,Short Term,736,794884,8346.32,10.2,44,11,0,101555,132418
Fully Paid,156222,Short Term,699,768246,2157.45,15,6,10,0,80332,422774
Fully Paid,483428,Short Term,723,1546296,19328.7,15.6,NA,18,0,440572,824142
Charged Off,173140,Short Term,727,1084045,10632.59,16.5,38,23,0,169499,611402
Fully Paid,403832,Long Term,650,1646977,10060.31,18.5,NA,9,0,239875,291742
Fully Paid,312180,Short Term,,,14042.71,17.8,NA,6,0,382356,1064250
Charged Off,239514,Short Term,735,1036640,15549.6,25.3,49,11,0,154717,275616
Fully Paid,219450,Short Term,715,814967,19694.83,9.7,NA,15,0,86754,567468
Fully Paid,331254,Short Term,721,743812,18161.53,17.5,NA,10,0,379107,589996
Charged Off,220682,Short Term,6800,1181648,12308.77,34,NA,9,1,244796,408408
Fully Paid,99999999,Short Term,736,1168424,14215.99,11.7,NA,6,0,158156,441254
Fully Paid,99999999,Long Term,737,1341970,13084.16,12.6,42,13,0,261079,559812
Charged Off,222090,Short Term,732,1189191,21306.22,23.7,42,9,1,331322,475376
Charged Off,759440,Long Term,,,18035.18,15,NA,9,0,259008,330682
Fully Paid,154704,Short Term,721,1231143,22776.06,27.2,19,17,1,86754,291170
Fully Paid,252758,Long Term,701,1357113,16850.91,14.5,61,11,2,49495,202488
Charged Off,311366,Long Term,,,15393.04,16.3,NA,10,1,78261,362450
Fully Paid,107118,Short Term,723,1243018,21649.36,15,NA,8,1,190209,390500
Fully Paid,334664,Short Term,741,3136805,21957.73,4.9,NA,13,0,17765,1082620
Fully Paid,125444,Short Term,,,17024.38,20.5,NA,16,0,339910,796708
Fully Paid,258896,Long Term,732,1621099,9537.43,24.8,32,9,0,134653,248248
Fully Paid,450252,Long Term,671,972135,14338.92,12.3,NA,12,0,399817,582340
